Date,Open,High,Low,Close,Volume,Adj Close
2016-09-30,126.519997,126.550003,125.239998,125.639999,10909900,125.639999
2016-09-29,125.839996,126.339996,125.540001,126.07,6778400,126.07
2016-09-28,126.25,126.400002,125.730003,126.220001,6575200,126.220001
2016-09-27,126.860001,126.900002,126.339996,126.620003,6121300,126.620003
2016-09-26,127.959999,128.039993,127.419998,127.550003,5813700,127.550003
2016-09-23,127.599998,127.860001,127.43,127.650002,7652100,127.650002
2016-09-22,127.57,128.199997,127.50,127.57,15054000,127.57
2016-09-21,126.330002,127.419998,125.959999,127.269997,13360400,127.269997
2016-09-20,125.309998,125.589996,125.169998,125.440002,5493400,125.440002
2016-09-19,125.610001,125.620003,125.25,125.32,4945500,125.32
2016-09-16,124.809998,125.25,124.669998,125.059998,16585900,125.059998
2016-09-15,125.730003,126.099998,124.910004,125.370003,12790400,125.370003
2016-09-14,126.099998,126.540001,126.029999,126.18,5786600,126.18
2016-09-13,126.470001,126.599998,125.529999,125.75,8696400,125.75
2016-09-12,126.309998,126.919998,125.970001,126.589996,11048800,126.589996
2016-09-09,127.239998,127.510002,126.699997,126.75,12283500,126.75
2016-09-08,128.160004,128.520004,127.400002,127.589996,10306500,127.589996
2016-09-07,128.789993,128.860001,128.119995,128.270004,7001400,128.270004
2016-09-06,127.400002,129.080002,127.269997,128.710007,14381600,128.710007
2016-09-02,126.290001,126.57,125.580002,126.57,11267900,126.57
2016-09-01,124.669998,125.510002,124.550003,125.290001,12689600,125.290001
2016-08-31,124.730003,125.110001,124.639999,124.779999,13256800,124.779999
2016-08-30,125.730003,125.949997,124.879997,125.029999,9696800,125.029999
2016-08-29,126.00,126.480003,125.93,126.300003,5234800,126.300003
2016-08-26,126.879997,128.110001,125.82,126.050003,17895600,126.050003
2016-08-25,125.980003,126.309998,125.959999,126.230003,5926300,126.230003
2016-08-24,126.919998,126.970001,126.300003,126.339996,13539700,126.339996
2016-08-23,128.139999,128.220001,127.610001,127.760002,9038500,127.760002
2016-08-22,127.629997,127.919998,127.449997,127.779999,8627200,127.779999
2016-08-19,128.080002,128.669998,127.860001,127.970001,10660100,127.970001
2016-08-18,128.889999,129.169998,128.580002,129.110001,9500600,129.110001
2016-08-17,128.169998,128.990005,127.459999,128.50,12034800,128.50
2016-08-16,128.119995,129.039993,128.00,128.470001,8678100,128.470001
2016-08-15,127.620003,128.25,127.599998,127.839996,4530800,127.839996
2016-08-12,127.669998,129.259995,127.199997,127.400002,15395800,127.400002
2016-08-11,128.610001,129.190002,127.480003,127.669998,9763800,127.669998
2016-08-10,129.119995,129.199997,128.149994,128.559998,6196200,128.559998
2016-08-09,127.940002,128.139999,127.75,127.959999,7500400,127.959999
2016-08-08,127.290001,127.699997,127.269997,127.440002,6773800,127.440002
2016-08-05,128.460007,128.550003,127.389999,127.550003,16205100,127.550003
2016-08-04,130.009995,130.279999,129.820007,129.869995,4908100,129.869995
2016-08-03,129.949997,129.960007,129.270004,129.649994,5010700,129.649994
2016-08-02,130.039993,130.550003,129.940002,130.270004,7652800,130.270004
2016-08-01,128.570007,129.339996,128.559998,129.220001,7109900,129.220001
2016-07-29,128.419998,129.410004,127.879997,128.979996,13708200,128.979996
2016-07-28,128.089996,128.199997,127.209999,127.660004,9261800,127.660004
2016-07-27,126.790001,128.119995,126.040001,128.029999,17066400,128.029999
